FRAME_NUM,face_X[8],face_X[50],face_X[280],face_X[300],face_X[8],face_Y[50],face_Y[280],face_Y[300],face_Z[8],face_Z[50],face_Z[280],face_Z[300],L_WRIST_X,L_THUMB_CMC_X,L_THUMB_MCP_X,L_THUMB_IP_X,L_THUMB_TIP_X,L_INDEX_FINGER_MCP_X,L_INDEX_FINGER_PIP_X,L_INDEX_FINGER_DIP_X,L_INDEX_FINGER_TIP_X,L_MIDDLE_FINGER_MCP_X,L_MIDDLE_FINGER_PIP_X,L_MIDDLE_FINGER_DIP_X,L_MIDDLE_FINGER_TIP_X,L_RING_FINGER_MCP_X,L_RING_FINGER_PIP_X,L_RING_FINGER_DIP_X,L_RING_FINGER_TIP_X,L_PINKY_MCP_X,L_PINKY_PIP_X,L_PINKY_DIP_X,L_PINKY_TIP_X,L_WRIST_Y,L_THUMB_CMC_Y,L_THUMB_MCP_Y,L_THUMB_IP_Y,L_THUMB_TIP_Y,L_INDEX_FINGER_MCP_Y,L_INDEX_FINGER_PIP_Y,L_INDEX_FINGER_DIP,L_INDEX_FINGER_TIP,L_MIDDLE_FINGER_MCP,L_MIDDLE_FINGER_PIP_Y,L_MIDDLE_FINGER_DIP_Y,L_MIDDLE_FINGER_TIP_Y,L_RING_FINGER_MCP_Y,L_RING_FINGER_PIP_Y,L_RING_FINGER_DIP_Y,L_RING_FINGER_TIP_Y,L_PINKY_MCP_Y,L_PINKY_PIP_Y,L_PINKY_DIP_Y,L_PINKY_TIP_Y,L_WRIST_Z,L_THUMB_CMC_Z,L_THUMB_MCP_Z,L_THUMB_IP_Z,L_THUMB_TIP_Z,L_INDEX_FINGER_MCP_Z,L_INDEX_FINGER_PIP_Z,L_INDEX_FINGER_DIP_Z,L_INDEX_FINGER_TIP_Z,L_MIDDLE_FINGER_MCP_Z,L_MIDDLE_FINGER_PIP_Z,L_MIDDLE_FINGER_DIP_Z,L_MIDDLE_FINGER_TIP_Z,L_RING_FINGER_MCP_Z,L_RING_FINGER_PIP_Z,L_RING_FINGER_DIP_Z,L_RING_FINGER_TIP_Z,L_PINKY_MCP_Z,L_PINKY_PIP_Z,L_PINKY_DIP_Z,L_PINKY_TIP_Z,R_WRIST_X,R_THUMB_CMC_X,R_THUMB_MCP_X,R_THUMB_IP_X,R_THUMB_TIP_X,R_INDEX_FINGER_MCP_X,R_INDEX_FINGER_PIP_X,R_INDEX_FINGER_DIP_X,R_INDEX_FINGER_TIP_X,R_MIDDLE_FINGER_MCP_X,R_MIDDLE_FINGER_PIP_X,R_MIDDLE_FINGER_DIP_X,R_MIDDLE_FINGER_TIP_X,R_RING_FINGER_MCP_X,R_RING_FINGER_PIP_X,R_RING_FINGER_DIP_X,R_RING_FINGER_TIP_X,R_PINKY_MCP_X,R_PINKY_PIP_X,R_PINKY_DIP_X,R_PINKY_TIP_X,R_WRIST_Y,R_THUMB_CMC_Y,R_THUMB_MCP_Y,R_THUMB_IP_Y,R_THUMB_TIP_Y,R_INDEX_FINGER_MCP_Y,R_INDEX_FINGER_PIP_Y,R_INDEX_FINGER_DIP,R_INDEX_FINGER_TIP,R_MIDDLE_FINGER_MCP,R_MIDDLE_FINGER_PIP_Y,R_MIDDLE_FINGER_DIP_Y,R_MIDDLE_FINGER_TIP_Y,R_RING_FINGER_MCP_Y,R_RING_FINGER_PIP_Y,R_RING_FINGER_DIP_Y,R_RING_FINGER_TIP_Y,R_PINKY_MCP_Y,R_PINKY_PIP_Y,R_PINKY_DIP_Y,R_PINKY_TIP_Y,R_WRIST_Z,R_THUMB_CMC_Z,R_THUMB_MCP_Z,R_THUMB_IP_Z,R_THUMB_TIP_Z,R_INDEX_FINGER_MCP_Z,R_INDEX_FINGER_PIP_Z,R_INDEX_FINGER_DIP_Z,R_INDEX_FINGER_TIP_Z,R_MIDDLE_FINGER_MCP_Z,R_MIDDLE_FINGER_PIP_Z,R_MIDDLE_FINGER_DIP_Z,R_MIDDLE_FINGER_TIP_Z,R_RING_FINGER_MCP_Z,R_RING_FINGER_PIP_Z,R_RING_FINGER_DIP_Z,R_RING_FINGER_TIP_Z,R_PINKY_MCP_Z,R_PINKY_PIP_Z,R_PINKY_DIP_Z,R_PINKY_TIP_Z
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.5120598673820496,0.548789918422699,0.4683462679386139,0.46478748321533203,0.7997725009918213,0.7417164444923401,0.7517635822296143,0.8118432760238647,-0.012097809463739395,0.003748559160158038,0.0024462377186864614,0.006305865477770567,0.47949883341789246,0.5020135045051575,0.5218042731285095,0.5343382954597473,0.5460551381111145,0.5437672734260559,0.5656431317329407,0.5803762078285217,0.5909216403961182,0.5347623229026794,0.555209219455719,0.5692773461341858,0.5806337594985962,0.5211281180381775,0.5345675945281982,0.539718747138977,0.5444720387458801,0.503822922706604,0.5088068842887878,0.5110955238342285,0.5131889581680298,0.4303046762943268,0.4157359004020691,0.41693738102912903,0.4166433811187744,0.4126359224319458,0.4529457092285156,0.4741285741329193,0.49262019991874695,0.5108336210250854,0.458709180355072,0.4818572998046875,0.4964914321899414,0.510094940662384,0.45956942439079285,0.4809243977069855,0.49174538254737854,0.5018875002861023,0.4544135630130768,0.4725111126899719,0.4826728105545044,0.49078527092933655,2.5805786663113395e-07,-0.008060242980718613,-0.016895126551389694,-0.025736132636666298,-0.03524172678589821,-0.017287779599428177,-0.032121025025844574,-0.04382826387882233,-0.05135045573115349,-0.021726608276367188,-0.035132795572280884,-0.04383838549256325,-0.049667201936244965,-0.02698882296681404,-0.03920358791947365,-0.042943596839904785,-0.0450596883893013,-0.03303780034184456,-0.04251847043633461,-0.043700847774744034,-0.04410611465573311,0.5122657418251038,0.5383086204528809,0.5625292062759399,0.5784596800804138,0.5899466276168823,0.544992208480835,0.5439667105674744,0.5388637781143188,0.5361096858978271,0.529297411441803,0.5309652090072632,0.5307167768478394,0.5333508253097534,0.5146191120147705,0.5168240666389465,0.5164461135864258,0.5173017382621765,0.500980794429779,0.5016950964927673,0.5010207295417786,0.5014075040817261,0.46115925908088684,0.4826013147830963,0.5035597681999207,0.5211418867111206,0.5319660305976868,0.4849659502506256,0.4959731996059418,0.4936297535896301,0.4937906265258789,0.4690646529197693,0.4697583019733429,0.4710749685764313,0.47497308254241943,0.4572006165981293,0.46087872982025146,0.467011034488678,0.474415123462677,0.45119428634643555,0.45810621976852417,0.4649629294872284,0.4703589081764221,-1.9190371958188734e-08,-0.010985083878040314,-0.023748312145471573,-0.03641179949045181,-0.049882400780916214,-0.02608163096010685,-0.03693857416510582,-0.04565129801630974,-0.05125350132584572,-0.02702302858233452,-0.0372655875980854,-0.04279588907957077,-0.046977777034044266,-0.027919480577111244,-0.0351380780339241,-0.037497784942388535,-0.039305783808231354,-0.029897714033722878,-0.034147001802921295,-0.03365021198987961,-0.03363466635346413
15,0.5118916034698486,0.5489971041679382,0.4679604470729828,0.46475014090538025,0.8002081513404846,0.7423344254493713,0.7525953650474548,0.8124063014984131,-0.012777199037373066,0.003500845516100526,0.0025575817562639713,0.005867640022188425,0.4627525210380554,0.49283599853515625,0.5173402428627014,0.5346552133560181,0.5486698150634766,0.521013617515564,0.5390859842300415,0.545867383480072,0.5523987412452698,0.5110101699829102,0.5258159041404724,0.5340595841407776,0.5421333312988281,0.4973701536655426,0.5091117024421692,0.5165407657623291,0.523953378200531,0.4819429814815521,0.4873025715351105,0.49345964193344116,0.5004861950874329,0.43875056505203247,0.4291497766971588,0.4301391541957855,0.4302009642124176,0.42743271589279175,0.44665494561195374,0.4655555486679077,0.4725535213947296,0.4806351959705353,0.4494653642177582,0.4662245810031891,0.47631704807281494,0.4885726571083069,0.451051265001297,0.4662171006202698,0.4795600175857544,0.49339693784713745,0.4499818682670593,0.4611392319202423,0.47003355622291565,0.48082152009010315,-3.1941577161020973e-10,0.0014720800099894404,-0.0009950634557753801,-0.004760802257806063,-0.008859025314450264,-0.006840304005891085,-0.014788409695029259,-0.020269053056836128,-0.024367928504943848,-0.013141997158527374,-0.02054557204246521,-0.02468821406364441,-0.028269486501812935,-0.019448034465312958,-0.02718227729201317,-0.029782911762595177,-0.03199271857738495,-0.025544652715325356,-0.0315498448908329,-0.033027369529008865,-0.03446686267852783,0.5675579309463501,0.5781540870666504,0.5820345282554626,0.585710346698761,0.5882968902587891,0.5568618774414062,0.5456315875053406,0.5360894799232483,0.5275930166244507,0.5433634519577026,0.5267077088356018,0.5145461559295654,0.5038542747497559,0.5337651968002319,0.5175119042396545,0.5064788460731506,0.4965076744556427,0.5281554460525513,0.5136731266975403,0.5039195418357849,0.4956032633781433,0.4714539051055908,0.49440592527389526,0.5177189111709595,0.532238245010376,0.5397714376449585,0.509810209274292,0.5131917595863342,0.5123035907745361,0.5097014307975769,0.4910484552383423,0.5018311738967896,0.5092400312423706,0.5139082670211792,0.47596797347068787,0.4857553243637085,0.4941768944263458,0.5014601945877075,0.46454161405563354,0.47241902351379395,0.4797121286392212,0.4861863851547241,8.275017648884386e-08,-0.011927099898457527,-0.020599618554115295,-0.027948642149567604,-0.035676706582307816,-0.01970628835260868,-0.027456635609269142,-0.03287138789892197,-0.036396920680999756,-0.017999662086367607,-0.02287980169057846,-0.026229344308376312,-0.029495844617486,-0.01688362844288349,-0.02134208381175995,-0.02484726347029209,-0.02763701044023037,-0.016704954206943512,-0.020522622391581535,-0.022128941491246223,-0.02336251735687256
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.5116806626319885,0.5493656992912292,0.4677170515060425,0.4644584059715271,0.8014779090881348,0.7442396879196167,0.7531582117080688,0.8129403591156006,-0.013231978751718998,0.00373285124078393,0.002206853125244379,0.004988446366041899,0.46907106041908264,0.49205324053764343,0.516167402267456,0.5339763760566711,0.5467481017112732,0.5281474590301514,0.5478596091270447,0.5481822490692139,0.5437116026878357,0.5192322731018066,0.5372030138969421,0.5364029407501221,0.5326750874519348,0.5065237283706665,0.5215929746627808,0.5201326608657837,0.5175505876541138,0.491798460483551,0.5024883151054382,0.5006833672523499,0.4970320761203766,0.4096393287181854,0.3992686867713928,0.3967880308628082,0.3995843529701233,0.40365761518478394,0.3891426622867584,0.4230213761329651,0.4462716281414032,0.4531179368495941,0.3967553973197937,0.43325522541999817,0.4541418254375458,0.4586488604545593,0.40658506751060486,0.44044286012649536,0.45812827348709106,0.4602367877960205,0.4171033799648285,0.44200599193573,0.4530182480812073,0.45277389883995056,8.642968651884075e-08,0.00047657356481067836,-0.0045646182261407375,-0.010372539982199669,-0.015593171119689941,-0.011745977215468884,-0.021936902776360512,-0.02720552682876587,-0.029551655054092407,-0.01736573316156864,-0.025064602494239807,-0.026874035596847534,-0.028187746182084084,-0.022837506607174873,-0.028922194615006447,-0.027715511620044708,-0.027168840169906616,-0.02825884148478508,-0.03310643881559372,-0.03153745457530022,-0.03001333586871624,0.5402862429618835,0.5548388361930847,0.5676332712173462,0.5766069889068604,0.5852776169776917,0.5494812726974487,0.5416759848594666,0.5335375070571899,0.5249202251434326,0.5346726775169373,0.526364803314209,0.5171186923980713,0.5067266821861267,0.5218695998191833,0.5135049819946289,0.5060163736343384,0.49798065423965454,0.5124521851539612,0.504554271697998,0.49897459149360657,0.49252718687057495,0.49258536100387573,0.5063380002975464,0.5159785747528076,0.5270705223083496,0.5386345982551575,0.49555519223213196,0.49910736083984375,0.5000292062759399,0.49998390674591064,0.4889562129974365,0.4976995289325714,0.5041911005973816,0.5071582794189453,0.4890628159046173,0.4994378983974457,0.5063216686248779,0.5110188126564026,0.4919856786727905,0.4967360198497772,0.5015937685966492,0.5058183073997498,7.824228021036106e-08,-0.009450132958590984,-0.017624476924538612,-0.02533578872680664,-0.03342392295598984,-0.018650449812412262,-0.027851197868585587,-0.034598369151353836,-0.038944173604249954,-0.018977496773004532,-0.02601449377834797,-0.030500395223498344,-0.035005126148462296,-0.019520364701747894,-0.026291321963071823,-0.027788905426859856,-0.029327459633350372,-0.02085508592426777,-0.024373484775424004,-0.023130007088184357,-0.02302093803882599
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.511760950088501,0.5496808290481567,0.46804380416870117,0.4646533727645874,0.8015382289886475,0.7446625232696533,0.7528343200683594,0.8124252557754517,-0.013087114319205284,0.0035819776821881533,0.002314505632966757,0.005256806034594774,0.449348509311676,0.48586925864219666,0.5186037421226501,0.5354050397872925,0.5410091280937195,0.5323206186294556,0.5493312478065491,0.5474956631660461,0.5428074598312378,0.5223678350448608,0.5355677008628845,0.53446364402771,0.5319696664810181,0.5090343356132507,0.5183574557304382,0.5165240168571472,0.5148978233337402,0.49439603090286255,0.5005859732627869,0.4974997341632843,0.493940144777298,0.352538138628006,0.3409213125705719,0.3154178559780121,0.2866901159286499,0.2563241422176361,0.32764747738838196,0.28517866134643555,0.25667959451675415,0.24214918911457062,0.3176220953464508,0.27717334032058716,0.25675779581069946,0.24733535945415497,0.3072529137134552,0.2741672396659851,0.2622179388999939,0.2591897249221802,0.2960568368434906,0.27029791474342346,0.26470768451690674,0.2655249536037445,-1.4172623252761696e-07,0.006708430126309395,0.009723471477627754,0.010202634148299694,0.010043708607554436,0.014735140837728977,0.012602072209119797,0.007232627831399441,0.003781350562348962,0.00965765118598938,0.011542835272848606,0.007172004785388708,0.0024959463626146317,0.004258871544152498,0.006349618546664715,0.004659404046833515,0.001618770183995366,-0.0008767672698013484,0.0010696062818169594,0.003087936667725444,0.003885839832946658,0.5593583583831787,0.5771849751472473,0.5851948261260986,0.5871292948722839,0.590591311454773,0.5590217709541321,0.5478093028068542,0.5397393703460693,0.531220018863678,0.5448437929153442,0.5319727659225464,0.5232650637626648,0.5149537324905396,0.5348893404006958,0.5207833051681519,0.5118378400802612,0.503472089767456,0.5286040306091309,0.5143845677375793,0.505043625831604,0.4963599741458893,0.4724915027618408,0.4937363564968109,0.5191978812217712,0.5335135459899902,0.5394569039344788,0.5115610361099243,0.5105071067810059,0.5064409971237183,0.5028254389762878,0.5014937520027161,0.5037074089050293,0.5041041374206543,0.5041951537132263,0.49610671401023865,0.5035528540611267,0.5068461298942566,0.5088510513305664,0.4934120178222656,0.5033361315727234,0.5083434581756592,0.5122973322868347,1.0230679947653698e-07,-0.013578316196799278,-0.0220449548214674,-0.02851932682096958,-0.0347738042473793,-0.01936418190598488,-0.026612795889377594,-0.031580850481987,-0.035000987350940704,-0.016979914158582687,-0.02256360463798046,-0.025565605610609055,-0.02843361347913742,-0.015410562977194786,-0.02114170789718628,-0.02338768169283867,-0.024892520159482956,-0.01494103018194437,-0.01872953586280346,-0.01929500326514244,-0.019923074170947075
20,0.5120820999145508,0.5499567985534668,0.46827346086502075,0.46482357382774353,0.8016891479492188,0.7445332407951355,0.7528329491615295,0.8125251531600952,-0.01273514423519373,0.0038044843822717667,0.002239529974758625,0.005539990495890379,0.48018962144851685,0.5093160271644592,0.5293074250221252,0.5382753610610962,0.541336715221405,0.5305964350700378,0.5380721688270569,0.5305386185646057,0.5259039402008057,0.5162957310676575,0.5211979746818542,0.5153617262840271,0.5126886367797852,0.5002959966659546,0.5049760341644287,0.500303328037262,0.4980414807796478,0.483899861574173,0.4897802770137787,0.4859675467014313,0.482487291097641,0.3254847526550293,0.3073607385158539,0.26826056838035583,0.2310701608657837,0.2036994993686676,0.2682657837867737,0.21168044209480286,0.22046415507793427,0.2394225001335144,0.26461195945739746,0.21172493696212769,0.22399190068244934,0.24281926453113556,0.26100146770477295,0.21781858801841736,0.2309613972902298,0.24880574643611908,0.2572818994522095,0.22594819962978363,0.23688293993473053,0.2511776089668274,-1.2279404870696453e-07,0.004077959805727005,0.0031308126635849476,0.0004823922645300627,-0.0021017687395215034,-0.0008316328749060631,-0.007291887421160936,-0.011480189859867096,-0.013515489175915718,-0.006098799407482147,-0.010309378616511822,-0.011033935472369194,-0.011839443817734718,-0.011130042374134064,-0.015811940655112267,-0.012261095456779003,-0.009723366238176823,-0.01567365787923336,-0.019134609028697014,-0.014851887710392475,-0.01112157292664051,0.565878689289093,0.5804293155670166,0.5864773392677307,0.5878421068191528,0.5921724438667297,0.5632199645042419,0.5510119199752808,0.5424966216087341,0.5330835580825806,0.5489391088485718,0.5340166687965393,0.5232148170471191,0.5128703117370605,0.5391884446144104,0.5240879058837891,0.5138612985610962,0.5042777061462402,0.5329907536506653,0.5186163783073425,0.509311854839325,0.5005151033401489,0.4737200140953064,0.4976623058319092,0.524747908115387,0.5376491546630859,0.5396236181259155,0.5114837884902954,0.5096930861473083,0.505897045135498,0.5024306774139404,0.5008951425552368,0.5027748346328735,0.5046284198760986,0.5047272443771362,0.4951678216457367,0.5023154616355896,0.5062309503555298,0.5079138278961182,0.49221959710121155,0.5021317005157471,0.5080220699310303,0.5125898122787476,1.055504839087007e-07,-0.012287324294447899,-0.019879478961229324,-0.025825398042798042,-0.031638674437999725,-0.01777401752769947,-0.025295937433838844,-0.030548950657248497,-0.03413180634379387,-0.016292501240968704,-0.021789629012346268,-0.024960095062851906,-0.028189338743686676,-0.015674494206905365,-0.021909041330218315,-0.02456151880323887,-0.02634390816092491,-0.016059422865509987,-0.019864719361066818,-0.020457766950130463,-0.02134106308221817
21,0.512309193611145,0.5502272248268127,0.46883100271224976,0.46536120772361755,0.8028374314308167,0.7458024621009827,0.753831148147583,0.813619077205658,-0.012344744987785816,0.0037994671147316694,0.002254144987091422,0.0058775395154953,0.47844699025154114,0.508179783821106,0.5284160375595093,0.5380538105964661,0.544590175151825,0.5235596895217896,0.5311616659164429,0.5344703197479248,0.5382179021835327,0.5090168118476868,0.5160292983055115,0.5204222202301025,0.5253185033798218,0.49328377842903137,0.5002930760383606,0.5053274631500244,0.5107907652854919,0.47623521089553833,0.48294150829315186,0.4877268671989441,0.4922451376914978,0.3178365230560303,0.29105159640312195,0.2528037428855896,0.21778786182403564,0.1947246491909027,0.2694132328033447,0.2370305210351944,0.21852296590805054,0.20172446966171265,0.2684573531150818,0.239745631814003,0.22202979028224945,0.2076798677444458,0.26498544216156006,0.24152718484401703,0.22534972429275513,0.2124537229537964,0.2604724168777466,0.24169962108135223,0.23086191713809967,0.22159557044506073,4.624587379709055e-09,-0.001037895679473877,-0.0030454935040324926,-0.0054197730496525764,-0.008531096391379833,-0.007294498849660158,-0.013798508793115616,-0.019013414159417152,-0.022980524227023125,-0.010627358220517635,-0.01589835435152054,-0.019855093210935593,-0.0241157878190279,-0.013976620510220528,-0.018912415951490402,-0.020387891680002213,-0.022434482350945473,-0.017347510904073715,-0.02118200808763504,-0.02171439304947853,-0.022757872939109802,0.5642551183700562,0.5805903673171997,0.5864185690879822,0.5886363387107849,0.593742311000824,0.5625114440917969,0.5520311594009399,0.5434176921844482,0.534174919128418,0.5481629371643066,0.5342023968696594,0.5240139365196228,0.5144281387329102,0.5385752320289612,0.5243917107582092,0.5150266885757446,0.5063422322273254,0.532630980014801,0.5186651349067688,0.5092266201972961,0.5005683898925781,0.4757266342639923,0.49858784675598145,0.5242886543273926,0.5367127656936646,0.5391967296600342,0.5115708708763123,0.5117913484573364,0.5081691741943359,0.5039157271385193,0.4995865523815155,0.5034970045089722,0.5060724020004272,0.5065357685089111,0.4932716190814972,0.5012798309326172,0.5060034394264221,0.5083487629890442,0.4905361831188202,0.5014235973358154,0.5084576606750488,0.5131239891052246,1.1604642935481024e-07,-0.01341963466256857,-0.021392349153757095,-0.027393823489546776,-0.033304568380117416,-0.019316058605909348,-0.026819458231329918,-0.03191534802317619,-0.03531207516789436,-0.017081253230571747,-0.022678185254335403,-0.02584006078541279,-0.028857067227363586,-0.015661422163248062,-0.021761586889624596,-0.02436709776520729,-0.025973845273256302,-0.015313496813178062,-0.019265109673142433,-0.019973265007138252,-0.020744170993566513
22,0.5128227472305298,0.5507068037986755,0.46893027424812317,0.46543729305267334,0.8041533827781677,0.7469393610954285,0.7551045417785645,0.8148792386054993,-0.012214460410177708,0.004101059399545193,0.001953663770109415,0.005754359066486359,0.4832487404346466,0.5079847574234009,0.5279744863510132,0.5375694632530212,0.5423847436904907,0.5313443541526794,0.5383793711662292,0.5310289263725281,0.5269591212272644,0.5165119767189026,0.5214337706565857,0.5162516236305237,0.5139336585998535,0.5001171231269836,0.5058186650276184,0.5020431876182556,0.4996277987957001,0.4835178256034851,0.4910697340965271,0.4890168011188507,0.4860832393169403,0.32088395953178406,0.3042990267276764,0.26799267530441284,0.23355229198932648,0.20995715260505676,0.27237752079963684,0.22303643822669983,0.22717222571372986,0.24140863120555878,0.2715817987918854,0.2257525622844696,0.23527434468269348,0.2512631416320801,0.27018609642982483,0.230096697807312,0.24082739651203156,0.25622034072875977,0.26775437593460083,0.23600679636001587,0.24532955884933472,0.25857236981391907,-1.1907170716085602e-07,0.0022079988848417997,0.00012024487659800798,-0.0030029984191060066,-0.00623434828594327,-0.0070924460887908936,-0.013481870293617249,-0.016743967309594154,-0.018300849944353104,-0.011615424416959286,-0.01651191897690296,-0.017012756317853928,-0.017658062279224396,-0.015628034248948097,-0.020605601370334625,-0.01687292754650116,-0.01423214003443718,-0.019116267561912537,-0.02251671999692917,-0.018263379111886024,-0.014723137021064758,0.5627489686012268,0.5799282193183899,0.5866020321846008,0.589150071144104,0.5936545133590698,0.562352180480957,0.5517832040786743,0.5430766940116882,0.5337953567504883,0.5477743148803711,0.5338623523712158,0.5235332250595093,0.5137562155723572,0.5379370450973511,0.5238173604011536,0.5144667029380798,0.5057926177978516,0.5318293571472168,0.5179714560508728,0.5087642669677734,0.5003775358200073,0.47556015849113464,0.49781203269958496,0.5240800380706787,0.5373104810714722,0.5401921272277832,0.5116905570030212,0.512191116809845,0.5089505910873413,0.5048564672470093,0.5003560781478882,0.5040347576141357,0.5065224170684814,0.507114827632904,0.49448394775390625,0.5023549795150757,0.5070693492889404,0.5095909833908081,0.49188515543937683,0.50254887342453,0.5094262957572937,0.5140711069107056,1.1685635570302111e-07,-0.013362951576709747,-0.02135421894490719,-0.027346868067979813,-0.033192068338394165,-0.019447095692157745,-0.026813426986336708,-0.031696707010269165,-0.03492924943566322,-0.017181674018502235,-0.02254842035472393,-0.025414353236556053,-0.02823219634592533,-0.015716956928372383,-0.021592652425169945,-0.0240146704018116,-0.025529392063617706,-0.015313020907342434,-0.019194286316633224,-0.01979389600455761,-0.020454471930861473
23,0.5132263898849487,0.5511906743049622,0.46890226006507874,0.4658578336238861,0.8048256635665894,0.747380256652832,0.7564665675163269,0.8160210251808167,-0.011958169750869274,0.003906246740370989,0.002116432413458824,0.006375644821673632,0.48211491107940674,0.5073785185813904,0.5285027027130127,0.539854109287262,0.5461499094963074,0.5258657932281494,0.533889889717102,0.5357939004898071,0.5390262603759766,0.511936366558075,0.5174036026000977,0.5206149816513062,0.5246344804763794,0.49662500619888306,0.5024219155311584,0.5066277384757996,0.5109475255012512,0.48014917969703674,0.48685938119888306,0.4907882809638977,0.4939202070236206,0.336271196603775,0.313555508852005,0.28151682019233704,0.24995113909244537,0.22650250792503357,0.2969627380371094,0.2675386071205139,0.2531857490539551,0.24100083112716675,0.29588431119918823,0.27140116691589355,0.2574538290500641,0.24603639543056488,0.29267460107803345,0.27268165349960327,0.2603028118610382,0.249892920255661,0.2875463664531708,0.2710220515727997,0.26361802220344543,0.2570919096469879,-4.860369884340798e-08,4.978391370968893e-05,-0.0016874225111678243,-0.004032554570585489,-0.007218648679554462,-0.007320008240640163,-0.013068060390651226,-0.01737380027770996,-0.02072930708527565,-0.011000175960361958,-0.015507044270634651,-0.018284354358911514,-0.021682439371943474,-0.014565298333764076,-0.01902046799659729,-0.019439082592725754,-0.02072032354772091,-0.01801639050245285,-0.021856997162103653,-0.02173593081533909,-0.022156616672873497,0.5641716122627258,0.5806475281715393,0.5877331495285034,0.5895326733589172,0.5918183326721191,0.5630651116371155,0.5521665215492249,0.5435855984687805,0.5342164039611816,0.5485946536064148,0.5348520278930664,0.524452805519104,0.5144650340080261,0.5388517379760742,0.5247201323509216,0.5150913000106812,0.5061525702476501,0.5327299237251282,0.5184807181358337,0.5088995695114136,0.500031590461731,0.4786246120929718,0.4996948838233948,0.5250880718231201,0.5379064083099365,0.5395920276641846,0.5135533809661865,0.5129119157791138,0.509267270565033,0.5048713684082031,0.5033978223800659,0.5056319236755371,0.5073831677436829,0.5067964792251587,0.49809548258781433,0.5044010281562805,0.5076732635498047,0.5085980892181396,0.49576470255851746,0.5048747658729553,0.5104867815971375,0.5142121911048889,1.1468667793224085e-07,-0.013743536546826363,-0.02189742960035801,-0.02807353436946869,-0.03400419279932976,-0.019197721034288406,-0.026870079338550568,-0.03203768655657768,-0.035506125539541245,-0.01682865433394909,-0.022650880739092827,-0.02589062601327896,-0.029014550149440765,-0.015361947007477283,-0.021848861128091812,-0.024522341787815094,-0.026171622797846794,-0.014987574890255928,-0.01925158128142357,-0.020050426945090294,-0.02088059112429619
